income,gsv_apartments,gsv_commercial,gsv_greenery,gsv_historical,gsv_impervious,gsv_industrial,gsv_other,gsv_private,gsv_water,gsv_hue_mean,gsv_hue_std,gsv_hue_maj,gsv_saturation_mean,gsv_saturation_std,gsv_saturation_maj,gsv_brightness_mean,gsv_brightness_std,gsv_brightness_maj,gsv_entropy_mean,gsv_entropy_std,gsv_entropy_maj,gsv_std_mean,gsv_std_std,gsv_std_maj,gsv_contrast_mean,gsv_contrast_std,gsv_contrast_maj,gsv_dissimilarity_mean,gsv_dissimilarity_std,gsv_dissimilarity_maj,gsv_homogeneity_mean,gsv_homogeneity_std,gsv_homogeneity_maj,gsv_ASM_mean,gsv_ASM_std,gsv_ASM_maj,gsv_energy_mean,gsv_energy_std,gsv_energy_maj,gsv_correlation_mean,gsv_correlation_std,gsv_correlation_maj
00-20 low,2,0,0,0,0,0,0,0,0,110.666667,75.243309,37,0.26067,0.030136,0.218052,0.62308,0.067541,0.528466,2.101449,0.031856,2.066294,0.241513,0.015968,0.218933,313.233017,42.348452,280.895067,9.980954,1.476276,8.871967,0.246791,0.045147,0.183575,6.01e-4,2.05e-4,3.32e-4,0.024122,0.004407,0.018217,0.94926,0.002818,0.94573
00-20 low,2,0,0,0,0,0,0,0,0,218.333333,1.699673,216,0.238969,0.030127,0.209736,0.58482,0.039743,0.528648,2.102253,0.044494,2.041813,0.245026,0.034771,0.198157,353.935488,39.974565,318.181679,10.968311,0.688886,10.449724,0.177609,0.009281,0.167329,2.76e-4,6.8e-5,2.08e-4,0.016506,0.002015,0.014411,0.954714,0.008649,0.942522
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,1,0,0,0,1,0,0,0,0,52.333333,14.636332,41,0.160205,0.038091,0.125312,0.577925,0.075863,0.471244,2.047687,0.060825,2.003845,0.194906,0.004321,0.188807,218.504667,59.059146,174.789859,7.778319,1.440075,6.740502,0.273137,0.050519,0.201727,6.48e-4,2.65e-4,2.77e-4,0.024781,0.005793,0.016658,0.951913,0.011628,0.935766
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,1,0,98,79.200168,41,0.148636,0.035021,0.112877,0.544082,0.030761,0.501445,2.118424,0.099884,1.978706,0.222692,0.018098,0.200405,296.065502,32.715607,259.709283,9.171752,0.682883,8.619026,0.271685,0.032152,0.234077,5.67e-4,2.39e-4,2.84e-4,0.023246,0.005146,0.016855,0.951728,0.005953,0.947168
00-20 low,0,0,0,0,0,0,0,0,0,211.666667,0.471405,212,0.179454,0.009919,0.165442,0.550439,0.012913000000000001,0.534602,2.173263,0.055576,2.124629,0.246653,0.003654,0.241802,313.184926,41.188256,277.613542,9.395629,0.696724,8.594485,0.274153,0.027336,0.247009,5.57e-4,1.8e-4,3.32e-4,0.023273,0.003925,0.018208,0.954645,0.002445,0.952347
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,1,0,0,0,2,0,0,0,0,51.333333,7.133645,44,0.171635,0.008347,0.160245,0.555216,0.053951,0.479127,2.029362,0.050762,1.957579,0.190226,0.008384,0.178588,316.643995,110.07696,207.653156,9.042851,1.890917,7.326072,0.251805,0.032862,0.20583,4.71e-4,1.11e-4,3.14e-4,0.021525,0.002694,0.017718,0.930294,0.018639,0.903959
00-20 low,0,0,0,0,0,0,0,2,0,107.666667,75.834615,34,0.221999,0.021877,0.203406,0.516442,0.043929,0.465037,2.113786,0.033533,2.082832,0.234056,0.017883,0.219625,244.040809,31.293033,200.167708,8.877614,0.666776,7.951777,0.246991,0.032322,0.204533,4.91e-4,1.83e-4,2.59e-4,0.021725,0.004317,0.016105,0.959592,0.010403,0.950553
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,1,0,0,0,0,0,1,0,0,96,79.904109,39,0.177294,0.041821,0.119354,0.476019,0.083907,0.396031,2.004429,0.052682,1.955926,0.21263,0.013532,0.195726,291.281424,93.888294,189.115411,9.193597,2.05916,6.586121,0.250087,0.06166,0.189611,5.01e-4,2.75e-4,2.55e-4,0.021581,0.005909,0.015966,0.945803,0.017818,0.925676
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,1,0,0,1,1,0,0,97.333333,74.230871,38,0.271539,0.01581,0.255736,0.534468,0.029993,0.49378,2.07246,0.072013,2.02033,0.2409,0.004363,0.235445,278.727829,41.907437,219.716268,8.534242,1.011712,7.130362,0.294648,0.046592,0.254001,0.001379,6.86e-4,4.54e-4,0.035636,0.010422,0.021306,0.964531,0.007933,0.95779
00-20 low,1,0,0,0,0,0,0,0,0,37.666667,0.471405,38,0.24578,0.040699,0.197428,0.571076,0.018874,0.545371,2.078396,0.14925,1.868148,0.194972,0.041123,0.139251,321.224898,107.357922,195.97402,10.239563,1.787352,8.177635,0.226409,0.026753,0.18994,4.77e-4,1.73e-4,3.46e-4,0.021505,0.003799,0.018613,0.91975,0.021161,0.889831
00-20 low,2,0,0,0,0,0,0,0,0,39.333333,4.027682,36,0.258879,0.039021,0.216596,0.557279,0.02954,0.519858,2.036745,0.104016,1.893809,0.191163,0.031994,0.146665,286.879688,23.907187,259.935754,9.78367,1.016516,8.833854,0.221931,0.036687,0.172202,4.26e-4,5.9e-5,3.62e-4,0.020595,0.001417,0.019036,0.912156,0.042999,0.85378
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,2,0,0,0,0,0,0,0,26.333333,1.699673,24,0.19106,0.025497,0.155136,0.481036,0.034978,0.455639,2.156027,0.049377,2.087828,0.228193,0.009669,0.2207,337.258507,30.379174,308.129504,9.603666,0.722922,9.06394,0.258847,0.040698,0.212063,5.45e-4,4e-4,2.33e-4,0.021889,0.008107,0.015266,0.947729,0.008869,0.93606
00-20 low,2,0,0,0,0,0,0,0,0,41.333333,4.496913,36,0.190146,0.007767,0.179171,0.477919,0.028633,0.44128,2.006369,0.03653,1.966577,0.192437,0.014269,0.180968,308.455515,31.198525,275.132904,10.010396,0.683882,9.157966,0.206104,0.031338,0.170451,3.85e-4,8.6e-5,2.78e-4,0.019508,0.002219,0.016687,0.934904,0.012631,0.917972
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,1,0,0,0,0,1,2,0,0,74.888889,74.439303,31,0.188654,0.034883,0.152636,0.644087,0.043784000000000003,0.550661,2.012228,0.087477,1.860014,0.205378,0.035095,0.161327,197.300116,61.815963000000004,98.193137,6.788256,0.988812,5.243321,0.295525,0.021428,0.248921,8.16e-4,2.98e-4,4.12e-4,0.028125,0.00498,0.020305,0.957148,0.020202,0.928342
00-20 low,0,0,0,0,0,1,0,0,0,210.333333,1.699673,208,0.284858,0.020962,0.255945,0.71333,0.018242,0.688058,1.911369,0.050063,1.858562,0.209403,0.015728,0.191047,317.778973,73.908712,241.187286,8.86347,1.482321,7.747028,0.337809,0.051255,0.270164,0.001259,3.14e-4,0.001005,0.035226,0.004279,0.031704,0.910463,0.033317,0.86432
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,2,0,0,0,1,0,0,0,0,206.666667,0.471405,207,0.20956,0.025557,0.17568,0.65293,0.037908,0.616958,1.856668,0.02407,1.83005,0.243132,0.007252,0.233067,203.605964,19.197019,176.676991,7.268239,0.111412,7.161979,0.343994,0.031556,0.300383,0.002282,0.002302,0.00064899999999999995,0.041857,0.023019,0.025474,0.96816,0.002895,0.964408
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,1,0,0,0,0,0,0,81.666667,7.586538,71,0.181253,0.042467,0.12122,0.539479,0.048788,0.502082,2.055579,0.120962,1.902012,0.228363,0.009509,0.220562,202.817698,35.991794,151.931985,7.406689,0.790637,6.752328,0.296928,0.041516,0.254043,7.92e-4,3.98e-4,4.45e-4,0.027325,0.006764,0.021106,0.970066,0.004559,0.964903
00-20 low,2,0,0,0,0,0,0,0,0,211.333333,0.471405,211,0.192067,0.035849,0.154721,0.588235,0.02196,0.557482,2.126726,0.032665,2.083629,0.241218,0.008539,0.229793,481.568066,68.137995,405.144363,12.079013,0.620247,11.42212,0.220197,0.016035,0.201777,3.92e-4,1.11e-4,2.71e-4,0.019602,0.002772,0.016452,0.92588,0.012318,0.908841
00-20 low,1,1,0,0,0,0,0,0,0,169.333333,65.321427,77,0.261073,0.023938,0.241338,0.5373,0.061956,0.479499,2.138797,0.039291,2.104626,0.240308,0.012185,0.223358,377.412725,74.445017000000007,322.997855,10.677778,1.650262,9.208027,0.232723,0.023654,0.199737,3.82e-4,2.2e-5,3.66e-4,0.019524,5.64e-4,0.019125,0.945094,0.008909,0.932906
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,1,0,0,0,1,212.666667,1.247219,211,0.25053,0.040475,0.201475,0.588789,0.030554,0.548686,2.015249,0.025925,1.981898,0.235611,0.013527,0.216496,171.885652,15.243161,153.509283,6.646844,0.673132,5.973131,0.323671,0.042264,0.26448700000000003,7.37e-4,1.95e-4,4.66e-4,0.026877,0.003793,0.021578,0.963349,0.007141,0.954503
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,1,0,0,0,0,0,0,0,0,218,0.816497,217,0.26707,0.004418,0.261936,0.480805,0.068729,0.417832,2.135719,0.054444,2.060836,0.233464,0.031753,0.193662,347.381485,24.795429,321.551654,10.033037,0.756541,9.159498,0.255094,0.03102,0.225279,5.08e-4,1.43e-4,3.43e-4,0.02231,0.00318,0.018516,0.945569,0.014937,0.927341
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,3,0,0,0,0,0,0,98,0.816497,97,0.311533,0.029321,0.286823,0.400672,0.052333,0.330025,1.835752,0.066076,1.742447,0.264625,0.041018,0.206665,318.996987,18.461186,301.885325,8.500929,0.433842,8.017034,0.266191,0.039875,0.228807,0.006037,0.004463,0.001132,0.071308,0.030851,0.033652,0.962876,0.012481,0.945377
00-20 low,3,0,0,0,0,0,0,0,0,34.666667,17.249799,21,0.166746,0.018918,0.151082,0.449322,0.025844,0.420341,2.014307,0.015774,1.993019,0.194847,0.004639,0.18921,217.179769,60.816488,171.905944,7.433977,1.033916,6.46587,0.266059,0.015251,0.244516,5.33e-4,4e-5,4.78e-4,0.023061,8.7e-4,0.021855,0.957338,0.01303,0.938931
00-20 low,0,0,3,0,0,0,0,0,0,91,0.816497,90,0.241195,0.02494,0.221025,0.585318,0.043505,0.536385,1.887211,0.093174,1.784341,0.23561000000000001,0.028347,0.196103,265.586826,43.042844,219.84954,7.472794,0.969915,6.423009,0.349043,0.048343,0.284551,0.013552,0.010843,0.001274,0.10343,0.053424,0.035687,0.962285,0.016723,0.938676
00-20 low,0,0,1,0,1,0,0,0,0,111.333333,70.504531,59,0.220182,0.023099,0.1879,0.647495,0.028725,0.619042,2.066329,0.053679,1.990829,0.246675,0.019487,0.22746,252.91877,35.733795,209.664216,8.34328,0.983206,7.157598,0.338248,0.042366,0.28587,0.001485,1.49e-4,0.001284,0.038482,0.001962,0.035834,0.962197,0.00441,0.957837
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,2,0,0,0,0,0,0,0,0,214,2.44949,211,0.280942,0.059475,0.224986,0.576326,0.120233,0.455072,1.995404,0.132147,1.872734,0.215367,0.031024,0.172695,260.353697,63.275514,196.937684,8.941973,0.784309,8.215319,0.28457,0.049209,0.215279,0.001053,3.65e-4,5.37e-4,0.031859,0.006144,0.023174,0.943438,0.002165,0.941901
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,2,0,3,0,0,0,0,0,0,166.5,63.725322,76,0.307252,0.048248,0.245764,0.588491,0.034333,0.518881,2.112885,0.033423,2.05419,0.257618,0.01304,0.242077,302.492203,59.997039,202.816452,9.44687,0.944991,7.797763,0.288754,0.019906,0.258565,8.07e-4,2.37e-4,4.59e-4,0.028065,0.004386,0.021428,0.951705,0.009453,0.93518
00-20 low,1,0,0,0,0,0,0,0,0,212.333333,3.091206,208,0.305808,0.043438,0.254718,0.662409,0.014443,0.642333,2.016506,0.006279,2.011225,0.240748,0.017889,0.222504,211.758813,34.309026,165.973591,7.447539,0.888729,6.326961,0.344213,0.055222,0.274702,0.001527,7.4e-4,5.12e-4,0.03757,0.010756,0.022623,0.951697,0.008799,0.942382
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,2,0,1,0,0,0,0,0,0,100.333333,83.491849,6,0.254395,0.01983,0.229151,0.360262,0.034514,0.327877,1.916909,0.054217,1.840564,0.27045,0.020281,0.246422,263.227737,52.609397,218.747733,7.716156,0.524991,7.15,0.307757,0.011377,0.296384,0.001024,5.41e-4,6.34e-4,0.030979,0.007997,0.02517,0.968876,0.009789,0.95554
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,2,0,0,0,0,66.333333,0.942809,67,0.112317,0.019364,0.087813,0.497932,0.015668,0.479954,1.97533,0.009847,1.962945,0.188163,0.008253,0.177501,134.685008,46.667843,70.179841,5.395221,1.09305,3.855515,0.356758,0.04373,0.31895,0.00119,3.87e-4,8.4e-4,0.034068,0.005425,0.028983,0.97221,0.0077,0.966137
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,2,0,0,0,0,106.333333,75.781851,38,0.313014,0.037034,0.275204,0.589404,0.043426,0.545171,2.119355,0.101979,1.9774,0.267343,0.017144,0.249683,281.196078,106.353462,163.403462,9.441789,2.727171,6.210509,0.257089,0.080883,0.166789,7.36e-4,4.65e-4,3.32e-4,0.025856,0.008203,0.018212,0.958701,0.019672,0.930961
00-20 low,1,0,1,0,0,0,0,0,0,212.666667,0.471405,213,0.358115,0.013269,0.346031,0.531789,0.068278,0.46906,1.984953,0.102594,1.848007,0.23274,0.04038,0.178381,307.410897,73.770986,212.460263,9.218617,1.383632,7.28606,0.286589,0.059432,0.223518,7.35e-4,2.07e-4,4.52e-4,0.026812,0.004021,0.021267,0.946866,0.028939,0.906559
00-20 low,0,4,0,0,0,0,0,0,0,46,65.176683,15,0.139354,0.02822,0.096517,0.455894,0.03004,0.419842,1.904249,0.071092,1.802212,0.172815,0.01036,0.156083,312.82474,69.316487,228.807169,9.851527,1.698294,7.681373,0.204973,0.045669,0.142182,4.66e-4,2.19e-4,2.42e-4,0.020989,0.005016,0.015563,0.917154,0.021565,0.875266
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,2,1,0,0,0,0,1,0,0,58.833333,18.915749,29,0.238826,0.022531,0.206056,0.420257,0.034877,0.363385,1.836196,0.084001,1.740572,0.152617,0.024593,0.117149,217.034206,51.113854,160.813419,7.964742,1.316873,6.540257,0.251871,0.038332,0.178423,5.66e-4,8.3e-5,4.24e-4,0.023734,0.001764,0.020582,0.923689,0.036043,0.871946
00-20 low,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-20 low,2,0,1,0,0,0,0,0,0,36,1.414214,37,0.210792,0.058547,0.159135,0.494844,0.021228,0.470191,2.064148,0.049394,2.000573,0.204573,0.020387,0.182638,260.737694,40.751688,211.132322,8.677175,0.939732,7.697947,0.267731,0.019038,0.24876500000000001,6.75e-4,2.45e-4,4.7e-4,0.025577,0.004521,0.021676,0.948284,0.016193,0.933896
00-20 low,1,0,0,0,0,0,0,0,0,68.333333,13.123346,50,0.30608,0.057789,0.243537,0.459611,0.009585,0.447316,2.031697,0.040365,1.976032,0.185394,9.57e-4,0.184664,433.861826,91.201397,311.610355,13.449265,2.405198,10.352206,0.14686,0.04379,0.091392,2.36e-4,1e-4,1.25e-4,0.015018,0.003275,0.011189,0.903804,0.019557,0.884122
00-20 low,0,0,3,0,0,0,0,0,0,124.666667,61.081003,79,0.287685,0.038175,0.234853,0.467622,0.035422,0.434689,2.077991,0.03245,2.043462,0.224763,0.022028,0.204434,337.754432,3.930367,332.566728,10.748141,0.595051,9.90674,0.180529,0.036243,0.153239,6.36e-4,5.82e-4,2.16e-4,0.022721,0.010943,0.014705,0.932989,0.012835,0.918662
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,1,0,0,0,0,1,0,74.666667,18.856181,88,0.236193,0.042742,0.178178,0.477529,0.041587,0.440716,2.11347,0.04318,2.052408,0.243195,0.016277,0.225468,469.726716,27.624706,432.102696,13.709988,1.084929,12.194301,0.147865,0.026548,0.125148,1.96e-4,2.7e-5,1.66e-4,0.013951,9.44e-4,0.012897,0.924672,0.010187,0.916643
20-40 below average,2,0,1,0,0,0,0,0,0,83.333333,57.14504,47,0.207852,0.053787,0.141649,0.520537,0.054691,0.453571,1.921888,0.135303,1.768307,0.16636,0.026055,0.13739,381.490084,99.600503,237.028585,11.769822,2.379829,8.696293,0.164263,0.049565,0.092633,3.76e-4,2.06e-4,1.81e-4,0.018707,0.005056,0.013454,0.8721,0.058021,0.742528
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,4,0,108.833333,73.278957,33,0.25188,0.027929,0.220514,0.526048,0.064748,0.429173,2.183898,0.036707,2.14657,0.260723,0.012355,0.246429,409.440508,147.801713,230.66443,11.540804,3.143971,8.078401,0.209667,0.042977,0.125494,3.3e-4,1.14e-4,1.64e-4,0.017884,0.003147,0.012791,0.947106,0.019799,0.914781
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,1,0,0,0,0,0,1,0,0,128.666667,58.231339,86,0.205489,0.058062,0.136066,0.504381,0.023469,0.472358,2.116248,0.067738,2.057382,0.226161,0.021801,0.195534,276.687714,53.70819,221.245496,9.506771,1.338148,7.700214,0.218283,0.038945,0.177967,5.88e-4,2.07e-4,3.35e-4,0.023852,0.004387,0.018293,0.957883,0.009109,0.948666
20-40 below average,1,0,2,0,0,0,0,0,0,155,82.04064,39,0.251768,0.028854,0.21113,0.56802,0.026919,0.54644,1.893648,0.037468,1.845243,0.238642,0.025919,0.209232,140.166718,51.872702,88.078891,6.201603,1.096752,4.996661,0.317151,0.004644,0.310986,0.004022,0.004587,7.28e-4,0.05276,0.035185,0.026981,0.98132,0.003799,0.97831
20-40 below average,0,0,0,0,0,0,0,0,0,68,12.754084,50,0.246125,0.026921,0.22156,0.472791,0.023712,0.44096,1.962954,0.055007,1.885313,0.190518,0.002838,0.186896,353.877482,61.745578,281.586826,11.702114,1.483573,9.62837,0.157543,0.038776,0.125405,4e-4,1.46e-4,2.52e-4,0.019679,0.003585,0.015872,0.919159,0.018403,0.898385
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,1,0,1,0,0,0,1,0,0,59.333333,18.803073,34,0.308515,0.094974,0.233974,0.426177,0.069777,0.331436,2.01752,0.138109,1.868485,0.182849,0.036562,0.149079,270.087183,37.667464,219.953278,9.90963,0.253684,9.65435,0.208617,0.033116,0.167881,3.33e-4,1.17e-4,2.39e-4,0.017986,0.003078,0.015473,0.932461,0.014626,0.921594
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-40 below average,0,0,0,0,0,0,1,0,0,36,4.546061,30,0.209825,0.028304,0.170248,0.54881,0.013379,0.5359,2.083315,0.03906,2.028292,0.213948,0.021993,0.187776,265.112337,17.614696,249.824357,8.85241,0.684674,7.892433,0.257413,0.012403,0.245526,5.97e-4,4.6e-5,5.42e-4,0.024424,9.36e-4,0.02329,0.954422,0.009286,0.945688
20-40 below average,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
